ID, Nome, Preco, Minimo de noites
27258,Blueground | Woodland Hills gym nr Warner Center,174,31
27259,Detached house Prime & Private location  King Bed!,146,1
27260,Luxury Woodbrigde -8 Bedroom,1900,30
27261,Near SoFi Stadium! Modern Guestroom!! RM 17,211,1
27262,Blueground | El Segundo courtyard & w/d nr lax,176,31
27263,159 Modern Quality Stunning Burbank Home-SPA&yard,397,30
27264,LA's Coolest Glass House Sleeps6,78,1
27265,Renovated house with private bedroom/bathroom,70,2
27266,Luxury 3-Bed apartment with pool (301),125,30
27267,Remodeled luxury space in the Heart of California!,168,2
27268,LA 2-Bedroom Apt. with Location!!!!,150,30
27269,Unique Private Retreat w/ Balcony in Hancock Park,157,31
27270,Bright Hollywood guesthouse for design enthusiasts,242,3
27271,Bel Air Yacht: Luxurious Estate w/ Jetliner Views,1890,2
27272,Westwood 1B1B Pool Hot Tub 20 minutes Walk to UCLA,154,1
27273,Hermosa Beach Oasis with Pool & Jacuzzi - Private!,575,30
27274,Architectural Retreat,1250,30
27275,Spacious Comfortable 1 Bed Home in Studio City,85,30
27276,Luxury in the Heart of Pacific Palisades,2150,30
27277,Private Guest Cottage / Highland Park- Eagle Rock,106,30
27278,Silver Lake Pied-a-Terre / Private Guest Suite,150,3
27279,2BR Urban Design Home | Walk To Convention Center,252,2
27280,Monthly Universal Studios Cozy Suite,2350,30
27281,Fresh studio guest suite in a quiet neighborhood.,91,1
27282,Bautiful 3bd/2bth Hollywood House Panoramic View,485,3
27283,R5 Pool house/cozy room/shared bath,57,1
27284,SuperHost ~Classic Bungalow in Heart of Hollywood,145,30
27285,Curson Modern: Luxury WeHo Villa - Pool Spa Gym,1214,31
27286,Cozy 2BR Near Culver - Mid-City's Best Kept Secret,115,2
27287,Private and comfortable in the heart of the city!,100,30
27288,Cozy Studio City Guest House,128,30
27289,Beautiful townhouse with 3 bedrooms&2.5 bathrooms,188,20
27290,Relaxing Retro 2 Bed Home in Studio City,100,30
27291,Luxury Studio City View DTLA 03,120,30
27292,Casa de Campo,119,30
27293,Comfy 1 bedroom in Central LA location,85,31
27294,Elegant 2bedroom near Malibu+Santa Monica!,180,60
27295,A Perfect LA Location,118,1
27296,1 Bedroom,125,30
27297,Hermitage House,100,30
27298,KC.A1 - Spacious Private Room+Bath Korea Town,55,30
27299,Amazing View Home 2 Near Downtown Los Angeles,229,3
27300,Beautiful Private Room near SoFi DTLA LAX OC,110,31
27301,Cozy Room Glassell Park,67,1
27302,Stylish apartment in downtown LA,104,30
27303,PRIVATE 2 bed 2 bath Guest Suite with views,272,3
27304,Peaceful Bedroom for 1 Guest,52,6
27305,Manhattan Beach Brand New Apartment 2 Bedrooms,120,30
27306,Beachfront paradise in Santa Monica #308,354,1
27307,Pacific Palisades Luxury Home with Pool/Spa,2950,30
27308,Blueground | Playa Del Rey pool 5min to beach,222,31
27309,Endless Luxury -The Elvis House - 4bdr Pool -Views,1300,3
27310,Designer 1 bedroom in Westchester by 1Furnished,109,30
27311,Private Room,110,1
27312,Cozy Leimert Park Duplex,138,30
27313,#2 Private Stylish Room near USC & DTLA,45,30
27314,Brand New Cozy Studio DTLA USC,241,30
27315,Beautiful 1BR Apt in Hollywood w Pool/Parking,208,2
27316,Sanitized Courtyard Facing  Spacious 1 Bedroom,215,30
27317,Shared 2br/2bth Crash pad by LAX,114,1
27318,Gated large I BR 1 bath Living room kitchen parkng,69,31
27319,Ohana Retreat,150,21
27320,Private 1bed & 1bath home with king bed for 2,96,30
27321,Spacious Luxury 2 Bedroom + Roof top + Ocean Views,399,30
27322,Serene Garden Retreat w/Front Porch & Fenced Yard,180,2
27323,Secluded apartment in a heart of the city,199,1
27324,Cozy Living in Southbay,500,1
27325,1bedroom loft  in Los Angeles,150,30
27326,Blueground | Hollywood fitness & pool,177,31
27327,Sherman Oaks Luxe 1 Bedroom 1 Bath Condo,160,30
27328,2BR with fireplace patio grill full kitchen,342,30
27329,Bright & Spacious Newly Renovated 3-Bedroom Home,300,30
27330,Private Master Suite with Private Entance,119,1
27331,Modern Private Cottage in Los Angeles,183,30
27332,Urban Haus LA| Firepit+BBQ SoFi /Forum/LAX,180,2
27333,Cottage Near the Sea!,141,3
27334,Super Private n Modern  in a Guest House,38,30
27335,The Coy House - Tranquil Sherman Oaks Retreat,800,30
27336,Pacific Palisades Hilltop Home,650,30
27337,Spacious guesthouse retreat in Culver City,156,2
27338,Magical Hill House south of Ventura Boulevard,300,30
27339,Spacious 2bed Apt next to LACC,157,2
27340,Great Hotel Alternative,75,30
27341,3 Bedroom Fully Equipped House by Studios/Airport!,298,1
27342,Spacious bedroom by Downtown/Hollywood/Koreatown,45,31
27343,1Bd-1Ba with W/D Luxury Apt,200,30
27344,Modern Loft Townhouse - stunning city views,322,5
27345,Blueground | Playa Del Rey pool & gym nr beach,229,31
27346,Amazing house for large group,650,30
27347,Charming 3 bedroom w pool,173,30
27348,Hollywood Hills Dell Villa,322,30
27349,Guest Suite 3 Blocks To Ocean Bluffs & Town,186,1
27350,Highland Park Spanish Retreat,331,30
27351,Family Beach Oasis: 2BR/1BA in Manhattan Beach,336,1
27352,Casa Colibri  (Hummingbird House),282,2
27353,Perfected Califorina indoor / outdoor living.,3514,5
27354,Calming Master Suite,110,31
27355,Estate w/ Heated Pool/Jacuzzi and Tennis Court,341,2
27356,Monthly Loft in DTLA with Skyline View,135,30
27357,Ar1 Park & Walk 2 SoFi Modern Chic Accessible,153,31
27358,Cozy 1 Bedroom near Sofi.,56,30
27359,The Penguin House,99,31
27360,Ensuite Shared Bedroom in WestLA,32,30
27361,Los Feliz Craftsman Bungalow Getaway,393,3
27362,2 story house Universal pool fire pit,747,2
27363,Private King Bed w/parking near LAX,96,2
27364,Cape Cod luxury in the heart of Pacific Palisades,1680,30
27365,Universal City vacation home with pool access,247,2
27366,Twilight Paradise: Pool BBQ King Bed Workspace,342,5
27367,Pasadena Mid-Century Modern Patio and Yard,200,31
27368,Blueground | Playa Del Rey pool hot tub nr lax,229,31
27369,Boutique stunner with unmatched service,406,1
27370,Suite Two Bedrooms Two Baths,265,30
27371,Sherman Oaks best neighbourhood,179,30
27372,Beach feel private pool jacuzzi under the stars,550,3
27373,Clean safe organic home,200,30
27374,Cozy House,299,2
27375,Silverlake/Sunset Junction 1 BDR,200,182
27376,One Bedroom  Near Studios walk to NoHo West,118,30
27377,Great South Bay home near LAX SoFi & Beaches!,222,3
27378,Traditional Treasure w/ Modern Outdoor Paradise,237,3
27379,Hollywood Oasis w/ Guest House Jacuzzi & Views!!,495,30
27380,ModernHaven -SoFi Forum Intuit,174,1
27381,LUXURY SUMMETRIDGE VILLA-4BDR-VIEWS-POOL,2000,30
27382,Private Apartment,120,2
27383,Amazing one bedroom apartment Excellent location,105,30
27384,Burbank 2bd 2bt,118,1
27385,Nice house,2000,1
27386,Airy Urban Loft in Historic LA,105,30
27387,Luxe Coastal Haven with Rooftop Deck & Hot Tub,315,1
27388,Blueground | Playa Del Rey pool & gym nr beach,184,31
27389,Studio City Home With a Pool,550,30
27390,Luxury 5BR Mediterranean Villa w/Pool + Games Room,775,30
27391,Burbank Comfort Near Studios & Hollywood lifestyle,112,3
27392,Fulton Buyout by AvantStay | Sherman Oaks w/ View,546,1
27393,Two King Beds Newly Renovated,146,1
27394,Centrally-Located Happy Home,191,30
27395,Manhattan Beach 1st flr. Cottage,105,30
27396,Dream House W/ unobstructed views in Pasadena,456,1
27397,Downtown LA Living + Pool & Hot tub,209,3
27398,Modern & Central Universal Stdios 2BD2BTH APT,195,1
27399,Mid-Century Modern Home - 2BD/1.5BA - King Beds,148,2
27400,Sierra Sky Entertainer's Paradise,717,1
27401,Charming 2-BR 2-Story Home in Heart of LA - BR4,276,2
27402,Private Room Beautiful Mansion The Reading room,100,10
27403,Scenic 3 BR Hillside Artist Retreat in Eagle Rock,202,3
27404,Gorgeous 2-bedroom 2 bath City Center,109,29
27405,Expansive Retreat with Stunning Outdoor Spaces!,609,3
27406,Huge Ace-Style Hotel Loft Downtown!,142,2
27407,Business Suite Unique Location!LAX!,112,30
27408,Hacienda   #3 share bathroom tv,46,1
27409,Luxurious & Clean Cozy Studio w/ Outdoor Space,174,2
27410,Artist House Master Bedroom w/private Bath,68,2
27411,Duo Suite LA,155,1
27412,Moon06/cozy room/fast wifi/private TV/near DT,63,1
27413,HEART OF PASADENA,176,2
27414,Penthouse Loft & Personal Outdoor Living Space,204,2
27415,Charming Double Suite House,155,2
27416,Signature Petite Suite in Sunny LA,75,30
27417,Lovely one bedroom in the heart of North Hollywood,80,30
27418,Serene Oasis: 5 bedrooms & Private heated pool,793,2
27419,Perfectly Located Cozy Beach Apt,130,30
27420,Blueground | Woodland Hills gym & pool nr 101,201,31
27421,Laze on the Sprawling Outdoor Sofa at a Rowland Heights Home,250,2
27422,Cozy 2B1B Apt Prime Location Newly Remodeled,183,2
27423,Historic Cozy 1BR Pasadena Near DTLA Fast Wi-fi,116,1
27424,Cozy Unit With Outdoor Space,135,30
27425,Single Room in a quaint Glendale neighborhood,109,3
27426,90210 Beachhouse middle unit (used on tv show),599,3
27427,BEAUTIFUL HOLLYWOOD PR. RM AND BATH,733,30
27428,Chic Sherman Oak One Bedroom  markets and  park,106,30
27429,room (2 beds) in heart Koreatown LA,43,30
27430,Owned entry Hollywood gated studio with a bathroom,62,30
27431,Huge Estate in ShermanOaks!Perfect for Staycation!,870,30
27432,Private room next to Warner Bros Disney NYFA,1180,7
27433,Charming MountainView Free Private Parking,140,1
27434,Charming 3BR House in Prime Sherman Oaks Location,250,30
27435,LA Base Camp,1371,30
27436,Welcome to Central L.A. Gem,280,30
27437,Room Available in Oceanfront Apt,240,1
27438,Your cozy place,114,30
27439,Modern Charm at LAX,325,3
27440,Lax/SoFi/Forum/SantaMonica/Beaches/Disney/Unvrsl,129,1
27441,private nice suite in a town house WEST LA UCLA,55,30
27442,Modern 2 bed/2bath home in Quiet Residential Area,188,30
27443,Cozy 1BR near Disney Warner Bros & Equestrian Ctr,115,3
27444,Bel Air Masterpiece,10000,30
27445,Private two bedroom oasis,125,4
27446,Be our first! NEW Warner Universal Burbank Studio,126,4
27447,Hi Five,145,1
27448,Tokyo Sleep pod in Living Room,25,5
27449,Detached charming house Prime location King-bed! 2,158,1
27450,Central Santa Monica home,125,30
27451,Entire home with pool,209,2
27452,Rowland Height Paradises for Foodie Travelers,158,3
27453,Pool view 2B &2B Apt at RH in LA,175,5
27454,Blueground | Glendale gym pool & lounge,183,31
27455,The Dive Inn,340,30
27456,New Luxury Flat| Central Steps to SunsetJunction,147,30
27457,K-Town in Los Angeles: Private Studio 105+Bathroom,67,30
27458,Los Feliz lux mid-century plus pool and doorman,275,30
27459,Nice clean private room in NOHO B1,35,30
27460,Beverly Hills Mediterranean Estate,1575,1
27461,M.B. Beachfront Charming On The Strand,384,3
27462,2 beds/2 bath Upper Duplex Unit,199,30
27463,KS.A6 - Affordable Private Room Korea Town,45,30
27464,NoHo Art District Home,257,2
27465,Luxury Oasis w/ Unmatched Amenities,150,7
27466,Master Suite Oasis Luxurious & Private,110,1
27467,Private room nice view very quiet great location!,59,30
27468,Bright & Spacious in Studio City,209,30
27469,Lovely art deco 1 bedroom apartment with parking.,122,60
27470,Nice one bedroom  in a 3B Condo @Santa Monica,99,1
27471,Laurel Canyon Dreamy Bungalow,200,30
27472,Oasis in the Heart of Hollywood with Pool 2 Bdrm,362,2
27473,Fully Furnished Gated Beverly Hills Estate,1835,30
27474,Luxury Living Near Beach LAX 1 Rarely Available,65,30
27475,Beautiful House in Hollywood Hills,120,3
27476,Comfy & Luxury 5 mins from LAX & SoFi Stadium,43,31
27477,3-bed Large room in K Town LA!,50,30
27478,Toluca Lake - 1 Bed/1Bathroom For Rent(Woman Only),55,30
27479,Nice clean private  room C3,46,30
27480,Resort Style 2BR +2BA + Parking Hollywood Hills,250,30
27481,Coastal Haven Steps to Sand w/Garage & Rooftop,242,30
27482,Los Feliz Retreat: Walkable 1BR,96,2
27483,Los Angeles condominium,90,30
27484,Burbank Luxury 2-Story Home with Amazing Views!!!,401,4
27485,Get Ready For Beautiful accommodations,100,30
27486,Modern 1 Bedroom,115,31
27487,Cozy Extended Stay Serenity,412,30
27488,ComfortableConvenientDelightful,69,1
27489,Oceanview House in North Manhattan Beach,135,30
27490,4BD Villa with Jacuzzi Sauna and private garden,411,3
27491,Sunrise Apartment 2 bed 2 full bathroom /near UCLA,199,90
27492,Spacious Family Guesthouse near Inglewood,176,2
27493,Spacious Manhattan Beach house  with ocean views,773,30
27494,Private Guest House by SOFI Stadium & Forum + Car,119,2
27495,Bed and Bath Room and Amazing Views,75,2
27496,2 Twins or King Bed Near LAX-Tropical Getaway,167,1
27497,Apartment in Studio City,120,30
27498,Perfect 1B1B apt wFreeParking/Gym/Pool walk2UCLA,200,1
27499,Modern & Cozy Getaway 3BR APT Near DTLA - Alhambra,191,2
27500,Prestige Studio City Estate,1500,3
27501,Private entrance cozy bedroom and Private Bathroom,76,1
27502,Ocean viewEntire condo 3 min walk to ocean,456,1
27503,LAX  Aparment with parking,88,1
27504,Private Room in quiet home in Woodland Hills,70,1
27505,Bright & Spacious Brentwood 1Bed/1Bath Apartment,117,31
27506,Eagle Rock Bungalow,266,30
27507,Jacuzzi+Games |BBQ| PingPong+Foosball| SoFi 5 min!,193,1
27508,California Dreaming,342,1
27509,Lovely Bungalow in Atwater Village,130,30
27510,Moon02/cozy room/fast wifi/private TV/near DT,71,1
27511,Beautiful Los Feliz home pool jacuzzi,426,2
27512,Newer Home with spectacular panoramic views!,623,365
27513,Cozy Room in Koreatown LA Rm.7,129,30
27514,Charming studio city Bungalow,110,30
27515,Beautiful yard 7 rooms 4 bathrooms Near Disneyland,515,2
27516,New 1 Bedroom  Unit near LA attraction,96,2
27517,Great view Highrise 2b2b FREE parking,289,1
27518,D4 Lovely room/near LA downtown/share bathroom,55,1
27519,Chic 1BR with Hollywood Charm - BR12,175,2
27520,Exquisite 2BedRm in Studio City,195,2
27521,Modern & stylish home with 2 patios and an office,252,4
27522,Beautiful Modern Apartment Full Service Building,150,30
27523,2 BR house in Los Angeles - BR5-CUL,182,2
27524,Blueground | Glendale gym pool easy walking,183,31
27525,SHERMAN OAKS LUXURY HOME - MODERN | POOL | GATED,1595,30
27526,Perfect Staycation! Lovely Modern Penthouse Suite,198,30
27527,Nice clean private    ( B3)room,35,30
27528,Peaceful apartment in LA,125,2
27529,Villa Tropicana Gated+Pool+Hot Tub,664,30
27530,H- two Newly remodeled houses LA,315,2
27531,Crest Estate | The Perfect Beverly Hills Experienc,1164,2
27532,Oceanfront 2BD on Manhattan Beach Strand,395,1
27533,Beautiful  1 bdrm apt minutes from Sofi stadium,100,30
27534,Private Modern Home,1829,30
27535,Cheerful 2 bedroom residential home w/free parking,225,2
27536,Cozy Private Room In Heart of Glendale,300,2
27537,Outstanding Pool House Next to SOFI/Intuit Dome.,286,2
27538,Mansion in the hills near Universal Studios!,1114,1
27539,Private Entrance to Guest Suite & Backyard Oasis,107,1
27540,Gorgeous USC Bedroom Big Yard,34,30
27541,Private Stylish Studio Guest Suite w/ Pool,110,2
27542,The Cozy Cali House,107,1
27543,Cozy Family Retreat/Game Room&Backyard in Hacienda,267,1
27544,Ocean View steps to downtown MB,303,1
27545,Comfy renovated house close to Studios,235,2
27546,Midcentury home with pool in heart of LA,625,30
27547,Mid Century Bel Air Masterpiece,2100,1
27548,Trendy Glendale 2Bed House w/Patio/Parking/Laundry,115,60
27549,Sunlit Glendale Art Haven Close to Americana,289,10
27550,Lovely 2 Bedroom Condo Prime location!,225,30
27551,City Center Jewel Home,320,3
27552,Silver Lake Garden Getaway 3 bedrooms,300,30
27553,Blueground | N Hollywood pool & gym prime spot,219,31
27554,Gorgeous Home Near Downtown LA 3BD/3BA -King Suite,179,2
27555,Private room B/split air conditioner,60,1
27556,Clean & Private Home Close to Sofi Forum LAX,180,1
27557,Pent House Near Universal Studios (Private Room),160,30
27558,Master bedroom Santa Monica UCLA,89,30
27559,Spacious Two Bedroom Home - Conveniently Located,185,4
27560,2 bed studio w/ separate bdroom,91,30
27561,Bohemian 2 Bed Vacation Home with EV Charging,219,1
27562,The Alice LA: Luxe Private Bungalow Near Beach,135,1
27563,The Emerald Skylight: Elegant 4-Bedroom Getaway,193,1
27564,Comfortable stay & great location!,100,1
27565,Blueground | Hollywood roof & bbq nr Fairfax,229,31
27566,Los Angeles Abundance Rm 1 in House close to LAX,81,2
27567,Stunning two bedroom apartment with a view!,499,31
27568,Room with Bathroom,36,1
27569,Citrus Ave Getaway (back house),130,3
27570,Charming Double Suite House,150,30
27571,Zen Artistic Haven 3 mins from Universal Studios,68,30
27572,Private Room in Historic Hancock Park Haven,100,31
27573,Los Feliz furnished condo - October 2023,160,30
27574,UCLA Tropical Bacherlor Pad,89,30
27575,Downtown Manhattan Beach Coastal City Getaway,322,4
27576,2 BD Home with Outdoor Space AC W/D,181,31
27577,Brynhurst Private Bedroom 6 II,35,31
27578,Central New Rebuilt Spacious 2/2 Home LA DT/Expo,201,30
27579,Cozy 1bd/1ba Apt in Heart of Sherman Oaks Village,60,31
27580,Stylish 1BR in Exclusive Buildin,212,30
27581,GUEST house Private.,130,30
27582,COZY COMFY SOFI CASITA near LAX Adjacent,215,20
27583,Amazing View-Pool-Spa Home Near Universal Studios,906,2
27584,Walk 2 beach A/c W/d Work Desk Renovated,151,2
27585,The LA Lounge,118,2
27586,Atwater Oasis w/Pool and HotTub very Walkable Area,389,2
27587,Stunningly designed studio with private hot tub!,250,2
27588,Beautiful mid-century modern condo,145,1
27589,Modern 3 Bed: Walking Distance to Ventura Blvd,5000,30
27590,Delightful Family Home on Beautiful Tree Lined Street!,255,1
27591,Luxe Urban Vista,159,30
27592,The Sparrow Bungalow #3,140,2
27593,Hollywood Guest House in Los Feliz,252,1
27594,BEAUTIFUL 2 BEDROOM HOUSE,300,30
27595,8.5 UCLA Westwood Cent City Reduced Special 2BR,199,30
27596,Casa Villa Imperial a cozy 2-BD residential home.,196,31
27597,Home Away From Home,126,1
27598,Duo Sunny LA,155,1
27599,Multi MILLION MULHOLLAND DR. GETAWAY WITH INF POOL,913,2
27600,Charming LA Home with pool hot tub sauna,385,30
27601,Beachside Luxury | 4BR | Arcade Fun | Ocean Views,506,3
27602,A home away from home 2,72,1
27603,Cozy loft,181,1
27604,Ensuite- BR near Sofi stadium the forum LAX mall,166,31
27605,Luxury Hollywood 3 Bdr loft Near Universal Studios,488,30
27606,Opulent High Rise Apartment,150,1
27607,Amazing 3 bedroom 3 Bath Condo next to the pool,165,31
27608,Private Room Westwood -Best LA Neighborhood,85,30
27609,Cityscape Lodging,184,1
27610,Villa Master Bedroom @LAX,70,31
27611,4 bedroom house near USC DTLA w free parking,191,1
27612,Secluded cottage Hollywood Hills in sunny garden.,350,30
27613,1 BR in Heart of LA #2 /5009,135,3
27614,The spot in Glendale,205,2
27615,Spacious Bedroom with Private bathroom-LAX,59,31
27616,Hollywood Hills Studio-Fashion Stylist's Exclusive,120,30
27617,Charming Home in a Prime Location in Glendale,96,14
27618,HOLLYWOOD SMALL RV AVAILABLE WITH A PLACE TO REST,25,30
27619,Stunning 1930's 3/2 charmer in prime Studio City,655,30
27620,2BR Glendale HOUSE 2024 BUILT Garage & Patio p77,192,3
27621,Chic Beach Bungalow 3 Blocks from the Sand,400,2
27622,Designer-Mountain View -Private Garden-Near Disney,220,2
27623,Studio in the Heart of LA #1A / 5009,76,3
27624,City of Angels Charming House,178,1
27625,Charming house in Hollywood hills,200,30
27626,Sky-High Luxury 1BR Escape,174,3
27627,La / Sherman Oaks /up to 10 Guests,290,31
27628,Classic Romantic Master En-Suite at Hesby House,62,30
27629,Villa Le Jolie Hills Retreat,1089,30
27630,Sofi LAX Kia intuit stadium Modern Relaxing,211,2
27631,Luxurious Mediterranean Paradise with Pool & Slide,1399,3
27632,Vintage Tiny Guesthouse Free parking close to DTLA,119,1
27633,Townhome w/ Pool & Tennis near Top LA Attractions,5500,30
27634,The Carpenter Estate,649,30
27635,Private Master Suite at Hollywoods Last Resort,230,30
27636,Private West Hollywood Compound.,952,7
27637,Chic 1BR with Spacious Balcony - Alta - WW,145,2
27638,1926 Santa Monica Mediterranean,1100,30
27639,Bellagio Grand,21053,30
27640,Large Modern Apt Walk to Larchmont Village,145,30
27641,Happy room No.2,59,1
27642,17 Miles to Disney-Cozy 3B3B home with big balcony,197,2
27643,Cozy Tiny Home all to yourself!,115,1
27644,Brand new Hillside Home,600,5
27645,Casa Los Pinos Room 2H,55,2
27646,SoFi Stadium City Home,115,31
27647,Luxury High Rise Condo with BEST views of DTLA,308,2
27648,Casa magnolia,204,1
27649,Hollywood Hills ~ Le Paradis,170,1
27650,House  In Playa Vista Culver Marina Del Rey!,595,2
27651,Your tranquil and tasteful home in the heart of LA,125,30
27652,{Downtown Los Angeles} Industrial Brick Loft!,260,3
27653,Cozy 4BR House by Universal Stud,334,2
27654,Small private room for 2 people,35,30
27655,Comfortable 2BR Retreat Close to Downtown - SHGL1,153,2
27656,Cheerful 3 Bedroom Home with Walk to the Beach,525,2
27657,Spectacular 4 bedroom Villa with stunning Views,2000,30
27658,Roomy 2 Bed 2 Bath in the city,143,1
27659,Tiny private room #7,25,30
27660,Studio Sleeps 4 w/ Breakfast,319,1
27661,Bachelor Unit in Heart of Hollywood,101,1
27662,New Eastside Guest House in Charming Atwater,225,3
27663,Luxury and convenience in the South Bay,45,31
27664,New Listing! Wonderland Villa in Laurel Canyon!,375,2
27665,Glendale home close to Hollywood Walk  and LA ZOO.,123,1
27666,Step on the beach! Exclusive Weekly&Monthly Deals,193,5
27667,Citrus Ave getaway(Main House),194,2
27668,The Beverly Hills Retreat,2450,3
27669,2 BED/2 BATH House 10 Mins from DTLA,220,1
27670,Beachwood Bungalow near Hollywood Sign,463,4
27671,2 BR + 1 BA renovated stylish spacious 1 Parking,210,2
27672,Newly Remodeled 3bd/3.5bth Condo in Hollywood!,170,30
27673,Luxury Home Close to  Universal Studios Hollywood!,169,2
27674,Private roomquietcleanWestLAUCLASMCCulverCty,70,31
27675,Cozy & Modern Home in Burbank!,180,30
27676,Adorable Studio  kitchenette Laundry  back yard,60,30
27677,The Simply Sweet Room at Spacious Satsuma House,82,1
27678,Sunny #D/queen bed/privateTV/near Universal studio,56,1
27679,Lovely room near Playa Vista/MDR,196,1
27680,Belden Villa: Contemporary Oasis with Canyon Views,736,2
27681,Suite 2 Bed / 2 Bath by UCLA,375,30
27682,A little taste of South Africa,1500,30
27683,Redondo Beach house w/spare room,136,1
27684,Blueground | Glendale gym pool easy walking,183,31
27685,little cozy 2 bedroom house,89,31
27686,Luxury 4 bed three bath Villa with Pool-Hot Tub,1000,30
27687,Tiny private room Central LA #88,25,30
27688,Faith House,300,2
27689,TravelProfessionals Guesthouse Parking&FreeLaundry,79,30
27690,Inquire Month or WKend@Sofi Forum/BMO Kia&Crypto,50,30
27691,Penthouse Three Bedrooms 3 Baths,387,1
27692,Mid-Century California Ranch Family Home with Pool,416,2
27693,Peaceful House in Studio City with Private Garden,250,2
27694,Hollywood Bowl Hillside Retreat,100,30
27695,Sherman Oaks Gorgeous New Construction,500,30
27696,Luxury 4BR in resort-style Playa Vista CA,519,31
27697,Modern Cozy 1 Bedroom right outside of Hollywood,82,30
27698,Explore Santa Monica from Designer Apt + Parking!,178,2
27699,Outstanding Apt 2-bd 2Bath Tree-top views,110,29
27700,Detached New Refreshed 1BD/1BA,98,1
27701,Cozy Little Guest Suite 5 min to LAX,98,1
27702,The Blue Experience!,120,1
27703,Burbank Getaway,620,1
27704,Villa Martinique,15000,30
27705,Small private room #85,30,30
27706,Downtown Glendale detached House,159,2
27707,Beautiful Homes To Stay,396,3
27708,Your Perfect Beachside Getaway Awaits! #208,226,1
27709,Modern Dream (SoFi Stadium),240,5
27710,Level South Olive - Classic Two Bedroom Suite,238,30
27711,Walking distance to the Glendale Galleria,96,2
27712,[3-2] USC DTLA Private Bedroom with Private Bath,45,30
27713,Beach Condo on The Strand!,561,1
27714,KC.C2 - Affordable Private Room 2 Beds Korea Town,45,30
27715,4 Bedroom house large pool & spa in prime location,655,2
27716,Clean contemporary stay near SoFi Stadium,100,31
27717,Resort living on Colorado St,92,4
27718,Modern Large 2bd-2bth Apartment in Downtown LA 655,170,30
27719,Room on Myrtle,98,1
27720,Luxury Hollywood Hills Villa,359,30
27721,Stylish Modern 2 Bedroom Townhome in Studio City,199,31
27722,Cozy 2-bedroom home (NH-CUL),178,2
27723,Charming and safe - Downstairs room2,69,30
27724,South Bay - House near LAX Forum Intuit Sofi & USC,250,1
27725,Central Amazing  view & Huge garden FREE Parking,314,1
27726,Quiet Eclectic Home Close to All!,195,30
27727,Going 2 Haven,145,30
27728,Wilshire corridor full equipped apartment,259,30
27729,Stylish Airy House with Breathtaking Views,495,3
27730,Mid Shasta Circle - Beautiful Glassell Park 2BR,130,30
27731,Best West LA/Culver City Suite,198,3
27732,Bright Sunny Suite with Private Bath,80,2
27733,Marina Del Rey Area Prime Location,217,30
27734,Santa Monica Bungalow on Quiet Street North of Montana,309,3
27735,Cozy 2Br House Near LAX Huge Yard Washer/Dryer,163,3
27736,Floral Eclectic Escape,80,1
27737,Remodeled 1 bed / 1 bath 41st #4,48,30
27738,Huge home for 10 near Universal studio & Hollywood,358,2
27739,Fully furnished rooms 3 story home. 4bd /2 baths,400,30
27740,Large Private room in Noho near Universal Studios,63,30
27741,Private Garden Studio - Close to LAX Sofi,95,31
27742,Modern Luxury Private Oasis & Resort-Style Living,2099,2
27743,Charming 1 bedroom in Los Feliz near Griffith park,115,31
27744,Gorgeous/Modern 4bdr townhouse #2,375,31
27745,Serene private bedroom in great location,99,3
27746,Spectacular Beverly Hills Villa Home Infinity Pool View,4500,30
27747,Sunny house/3rooms/7person/nearDT/Universal studio,222,1
27748,3B2B/newly renovated/near DT/near universal studio,255,2
27749,Mansion In Best Location 6 bed,2300,3
27750,Mickey Mouse Theme House with Pool BBQ near Disney,408,2
27751,Pet-Friendly Los Angeles Duplex ~ 2 Mi to Dtwn!,146,31
27752,Comfy luxury close to Marina del Rey & Culver City,91,30
27753,Haven Away From Home,500,30
27754,Walk to Universal Studios close by Hollywood fame,106,1
27755,Hillside Artist Retreat 3BR - Hills of Eagle Rock,199,3
27756,Cute Tiny House With Patio,80,30
27757,Private New & Luxury Gem Near Universal Studio,120,30
27758,Modern Townhouse in Prime Location 2br/2.5ba,180,31
27759,Stunning Garden Guesthouse,108,31
27760,Blueground | Hollywood pool & lounge nr the 101,172,31
27761,Level Hope & Flower - Superb Two Bedroom Suite,244,30
27762,Cheery yellow & white decor and daily wine hour,377,30
27763,Elegant Modern 2-bedroom. Walk to Pier,146,30
27764,Villa Julia - Location.Remodeled.Gated.Privt Yard,391,30
27765,La Casita,189,2
27766,Whole APT Central to DTLA &Disney 2b APT,121,7
27767,La Kasa Palma Private 1bed/1b with backyard,135,1
27768,Pet friendly/close Pasadena/DTLA/Golf Course/#8,160,1
27769,LA Veranda View Hidaway,206,2
27770,3Bd/3Bth king Bd Villa Le Jolie Home with Spa/Pool,478,1
27771,Charming Cozy Brentwood Studio walk to EVERYTHING!,118,2
27772,Casa Zuma A Serene Two Bedroom Home,99,31
27773,Ideal Location for Travel Nurses Work &Business,450,30
27774,Paradise in the valley 2 Bdrm,338,2
27775,Gorgeous Beachside Bliss Ocean View Walk2Strand,401,2
27776,Stylishly 1 Bedroom Home with Free Parking. 28th 3,90,60
27777,Million Dollar View with Pool & Private Entrance,132,1
27778,Monthly Stay | 3BR by LAX CHMC Sofi Conv Cntr,250,31
27779,The Wind of Burbank,605,30
27780,Charming Double Bedroom in Large Silver Lake Home,55,30
